Usuario,Caso,Marcador,Tarjeta,Fecha y hora de transacci—n,Monto,Comercio,Modo de Entrada,Ind Com Elec
999rpga,162453195,NF,1234567890112136,07/11/21 12:12 AM,655,MERCADO PAGO 1,E,7
999rpga,162453065,NF,1234567890112137,07/11/21 12:06 AM,216.44,PAYPAL3,K,
999rpga,162453231,NF,1234567890112138,07/11/21 12:13 AM,149.9,ST*UBER,K,0
999rpga,162453235,NF,1234567890112134,05/11/21 12:32 PM,176,SANBORN S VERACRUZ,V,
999rpga,162453359,CNF,1234567890112130,07/11/21 12:18 AM,99,AMAZON MX,E,7
999rpga,162453379,NF,1234567890112135,07/11/21 12:19 AM,11.14,ST*UBER EATS,E,7
999rpga,162453515,NF,1234567890112136,05/11/21 01:30 PM,1635.99,AMAZON MX MARKETPLACE,E,7
999rpga,162454299,NF,1234567890112137,07/11/21 12:56 AM,4508,ABARROTES V&L EL SIGNO,V,
999rpga,162454305,NF,1234567890112138,05/11/21 12:56 PM,2100.97,BP*PLO DEL BAJIO 1,V,
999rpga,162454305,NF,1234567890112134,05/11/21 09:51 PM,100,GASOL REBOLLO 2,V,
999rpga,162454925,NF,1234567890112130,07/11/21 12:00 AM,376.39,PAYPAL *ZOOMVIDEOCO,E,7
999rpga,162454925,NF,1234567890112135,07/11/21 12:00 AM,376.39,PAYPAL3,K,
999rpga,162454925,NF,1234567890112136,07/11/21 01:10 AM,99,AMAZON MX,E,7
999rpga,162455901,NF,1234567890112137,07/11/21 01:26 AM,2512.04,AIRBNB * HM9P3QDCXH,E,7
999rpga,162456393,NF,1234567890112138,07/11/21 01:35 AM,20,GOOGLE *TEMPORARY HOLD,E,7
999rpga,162456603,NF,1234567890112139,07/11/21 01:38 AM,649.32,PAYPAL3,K,
999rpga,162456679,NF,1234567890112140,07/11/21 01:36 AM,1094,MERCADO PAGO 4,E,7
999rpga,162456679,NF,1234567890112141,07/11/21 01:39 AM,1094,MERCADO PAGO 4,E,7
999rpga,162456973,NF,1234567890112142,05/11/21 12:59 PM,165.75,AMAZON MX,E,7
999rpga,162457035,NF,1234567890112155,07/11/21 01:46 AM,189.94,ST*UBER,K,0
999rpga,162456975,NF,1234567890112158,07/11/21 01:45 AM,324.66,PAYPAL *SHALYNCLAUF SH,E,7
999rpga,162456975,NF,1234567890112134,07/11/21 01:57 AM,476.17,PAYPAL *SHALYNCLAUF SH,E,7
999rpga,162457399,NF,1234567890112130,05/11/21 01:36 PM,14999,WALMART VENTA EN LIN3,E,7
999rpga,162457501,NF,1234567890112135,07/11/21 02:01 AM,13535,ALIM Y BEBI HILTON MEX,V,
999rpga,162457805,NF,1234567890112136,07/11/21 02:16 AM,2954.56,LinkedIn Ireland Unlim,E,7
999rpga,162457867,NF,1234567890112137,05/11/21 01:38 PM,7612.27,S MTY N YORK LIVE IVR,K,0
999rpga,162457895,CNF,1234567890112138,07/11/21 02:19 AM,149,AME*SCRIBD COM,K,
999rpga,162457953,NF,1234567890112137,05/11/21 12:58 PM,20,AME*UBER I,E,7
999rpga,162457953,NF,1234567890112138,06/11/21 08:29 PM,80.85,ST*UBER,K,0
999rpga,162457953,NF,1234567890112139,06/11/21 09:11 PM,57.58,D LOCAL*DIDI MOBILITY,E,7
999rpga,162458093,NF,1234567890112140,07/11/21 02:27 AM,340,MERCADO PAGO 4,E,7
999rpga,162458195,NF,1234567890112141,07/11/21 02:31 AM,1897.2,OPEN*MSI,E,7
999rpga,162457997,NF,1234567890112142,07/11/21 02:24 AM,270.19,VS TELCEL 018001200006,K,0
999rpga,162458053,NF,1234567890112155,07/11/21 01:58 AM,601.21,LINKEDIN-630*0374426,,2
999rpga,162458053,NF,1234567890112137,07/11/21 02:25 AM,1450.2,PR*LINKEDIN CR,K,
999rpga,162458169,NF,1234567890112138,05/11/21 12:58 PM,1882.62,COSTCO QUERETARO,V,
999rpga,162458169,NF,1234567890112139,05/11/21 07:02 PM,1328.23,CIG GAS EL PUEBLITO,V,0
999rpga,162458321,NF,1234567890112140,07/11/21 02:27 AM,200,TEKAE,E,7
999rpga,162458321,NF,1234567890112141,07/11/21 02:28 AM,200,TEKAE,E,7
999rpga,162458321,NF,1234567890112142,07/11/21 02:35 AM,1546,AME*H & M II,E,6
999rpga,162397299,NF,1234567890112155,05/11/21 03:58 PM,518.27,AMAZON MX MARKETPLACE,E,7
999rpga,162458313,NF,1234567890112158,05/11/21 12:59 PM,68.75,ST*UBER,K,0
999rpga,162458447,NF,1234567890112137,07/11/21 02:41 AM,115,AME*SPOTIFY,E,7
999rpga,162458455,NF,1234567890112138,07/11/21 02:41 AM,2000,CLUB LA MERA SOGA,V,0
999rpga,162458491,NF,1234567890112139,05/11/21 01:39 PM,6228.57,GPO NAL PROV MODELO,K,
999rpga,162458541,NF,1234567890112140,07/11/21 02:45 AM,2500,REP CHIHUAHUA DISC,V,0
999rpga,162458575,NF,1234567890112141,07/11/21 02:46 AM,1159.2,CERVECERIA CHAPULTEPEC,V,
999rpga,162458505,CNF,1234567890112142,07/11/21 02:44 AM,7414.72,CLOUDTALK.IO,,2
999rpga,162458529,NF,1234567890112155,05/11/21 01:40 PM,10872.92,GPO NAL PROV MODELO,K,
999rpga,162458529,NF,1234567890112158,05/11/21 09:22 PM,3789.74,COMPOSE / IBM COMPOSE,E,7
999rpga,162458629,NF,1234567890112137,07/11/21 02:49 AM,651.18,INVERSIONES SALGADO,V,
999rpga,162458685,NF,1234567890112138,07/11/21 02:50 AM,49.98,ST*UBER,K,0
999rpga,162458981,NF,1234567890112140,05/11/21 12:32 PM,296,PROVEEDORA FERRETERA V,V,
999rpga,162458981,NF,1234567890112141,05/11/21 09:55 PM,734.48,COMBUSTRON 1272,V,0
999rpga,162460391,NF,1234567890112142,07/11/21 03:51 AM,84.27,D LOCAL*DIDI MOBILITY,E,7
999rpga,162460679,NF,1234567890112155,07/11/21 04:03 AM,690,PAYPAL3,K,
999rpga,162462467,NF,1234567890112158,07/11/21 05:11 AM,873.25,PAYPAL3,K,
999rpga,162462467,NF,1234567890112134,07/11/21 05:25 AM,1773.4,PAYPAL *SHEIN COM,E,7
999rpga,162462619,NF,1234567890112130,07/11/21 05:17 AM,351.18,VS TELCEL 018001200006,K,0
999rpga,162459479,NF,1234567890112135,05/11/21 12:33 PM,11762.61,NH MILANO TOURING,V,
999rpga,162459479,NF,1234567890112136,07/11/21 03:16 AM,262.27,NH MILANO TOURING,K,1
999rpga,162459479,NF,1234567890112137,07/11/21 04:36 AM,1621.28,PASTICCERIA MARCHESI,D,
999rpga,162459527,NF,1234567890112138,05/11/21 01:22 PM,0,DKC*DIGI KEY CORP,E,7
999rpga,162460003,NF,1234567890112139,07/11/21 03:36 AM,1356.01,AMAZON MX,E,7
999rpga,162460003,NF,1234567890112140,07/11/21 03:56 AM,744.3,AMAZON MX MARKETPLACE,E,7
999rpga,162460003,NF,1234567890112141,07/11/21 03:56 AM,687.69,AMAZON MX MARKETPLACE,E,7
999rpga,162460051,NF,1234567890112142,05/11/21 12:44 PM,901.72,SAM S CLUB L ADELITAS,V,
999rpga,162460123,NF,1234567890112155,07/11/21 03:41 AM,8185.96,AMAZON MX MKTPLACE MSI,E,7
999rpga,162460123,NF,1234567890112158,07/11/21 03:41 AM,885,AMAZON MX MKTPLACE MSI,E,7
999rpga,162460123,NF,1234567890112134,07/11/21 03:49 AM,836.3,AMAZON MX MKTPLACE MSI,E,7
999rpga,162460173,NF,1234567890112130,05/11/21 01:24 PM,20,AME*UBER I,E,7
999rpga,162460199,NF,1234567890112135,05/11/21 01:24 PM,12837.73,DULCERIA LAS 3 CHICAS,V,0
999rpga,162460199,NF,1234567890112136,05/11/21 04:35 PM,10755.39,ABARR SMART FINAL 3,V,
999rpga,162460199,NF,1234567890112137,05/11/21 05:15 PM,2084.01,SAMS LA RAZA,V,
999rpga,162460199,NF,1234567890112138,05/11/21 06:00 PM,5020,WAL MART MEXICALI,V,
999rpga,162460301,NF,1234567890112139,07/11/21 03:48 AM,145.27,DLOCAL*DIDI RIDES,K,
999rpga,162460329,NF,1234567890112140,05/11/21 01:25 PM,2015,MERCADO PAGO 4,E,7
999rpga,162459897,NF,1234567890112141,07/11/21 03:31 AM,831.27,FDCSERVERSN,E,7
999rpga,162460371,NF,1234567890112142,05/11/21 01:25 PM,200,LAGOS,V,0
999rpga,162460371,NF,1234567890112155,05/11/21 01:40 PM,816,EL TRIUNFO LINAJE SELE,V,
999rpga,162460371,NF,1234567890112158,05/11/21 02:29 PM,130,COSTCO CHIHUAHUA,V,
999rpga,162460371,NF,1234567890112134,05/11/21 04:32 PM,165,FRESH MARKET SANTA FE,V,
999rpga,162460371,NF,1234567890112130,05/11/21 04:51 PM,90,ALSUPER PLUS LEONES,V,
999rpga,162460609,CNF,1234567890112135,07/11/21 03:59 AM,21873.93,D LOCAL*CONSTANT CONTA,K,
999rpga,162460609,CNF,1234567890112136,07/11/21 03:59 AM,21873.93,OP*OPENPAY,K,
999rpga,162460609,CNF,1234567890112137,07/11/21 03:59 AM,20699.42,EIG*CONSTANTCONTACT.CO,,2
999rpga,162460619,NF,1234567890112138,07/11/21 04:00 AM,428,SEJ REINTEGROS MU,K,
999rpga,162460699,NF,1234567890112139,05/11/21 01:26 PM,159.99,ST*UBER,K,0
999rpga,162460711,NF,1234567890112140,05/11/21 12:46 PM,769,PAYPAL3,K,
999rpga,162460751,NF,1234567890112141,07/11/21 04:06 AM,1283.07,AMAZON MX,E,7
999rpga,162460751,NF,1234567890112142,07/11/21 04:12 AM,2853.38,AMAZON MX MARKETPLACE,E,7
999rpga,162461309,NF,1234567890112155,07/11/21 04:27 AM,41.13,OP*OPENPAY,K,
999rpga,162461565,NF,1234567890112158,05/11/21 12:37 PM,20000,CONT CONST E OBRA S FE,V,0
999rpga,162461705,NF,1234567890112134,05/11/21 01:29 PM,20,GOOGLE *TEMPORARY HOLD,E,7
999rpga,162461705,NF,1234567890112130,05/11/21 09:32 PM,783.15,LAS ALITAS PASEO LA FE,V,0
999rpga,162461705,NF,1234567890112135,06/11/21 01:19 PM,154,TACOS LEAL,V,0
999rpga,162461705,NF,1234567890112136,06/11/21 01:45 PM,65,OXXO PRIMAVERA,V,
999rpga,162461705,NF,1234567890112137,06/11/21 08:40 PM,268,REST FRIES N FRIES FE,V,0
999rpga,162462087,NF,1234567890112138,07/11/21 04:55 AM,971.33,GRAND HYATT SAN DIEGO,K,
999rpga,162462159,NF,1234567890112139,05/11/21 01:29 PM,20,AME*UBER I,E,7
999rpga,162462189,NF,1234567890112140,05/11/21 01:53 PM,20300,MERCADO PAGO 5,E,7
999rpga,162462195,CNF,1234567890112141,07/11/21 04:59 AM,1000,VIAPASS 2 CR,K,0
999rpga,162462195,CNF,1234567890112142,07/11/21 05:09 AM,1000,VIAPASS 2 CR,K,0
999rpga,162462195,CNF,1234567890112155,07/11/21 05:19 AM,1000,VIAPASS 2 CR,K,0
999rpga,162462195,CNF,1234567890112158,07/11/21 05:29 AM,1000,VIAPASS 2 CR,K,0
999rpga,162462195,CNF,1234567890112134,07/11/21 05:39 AM,1000,VIAPASS 2 CR,K,0
999rpga,162462195,CNF,1234567890112130,07/11/21 05:49 AM,1000,VIAPASS 2 CR,K,0
999rpga,162462343,NF,1234567890112135,05/11/21 01:53 PM,8091.89,MERCADO PAGO 5,E,7
999rpga,162462343,NF,1234567890112136,05/11/21 05:08 PM,1240.76,MERCADO PAGO 4,E,7
999rpga,162462377,NF,1234567890112137,05/11/21 01:53 PM,149.28,AMAZON MX,E,7
999rpga,162462377,NF,1234567890112138,06/11/21 01:41 PM,1896,LA JAPONESA,V,
999rpga,162462543,NF,1234567890112139,07/11/21 05:14 AM,37.5,AME*THE BEAT II,E,7
999rpga,162462543,NF,1234567890112140,07/11/21 05:27 AM,48.38,D LOCAL*DIDI MOBILITY,E,7
999rpga,162462607,NF,1234567890112141,05/11/21 01:33 PM,5.9,PAYPAL *UBERBV EATS,E,7
999rpga,162462779,NF,1234567890112142,03/11/21 08:37 PM,1884.24,TRAVELPERK/ID 2826111,K,2
999rpga,162463053,NF,1234567890112155,05/11/21 01:32 PM,20,GOOGLE *TEMPORARY HOLD,E,7
999rpga,162463053,NF,1234567890112158,05/11/21 01:32 PM,2035.8,GOOGLE*GSUITE MAKILAGR,E,7
999rpga,162463053,NF,1234567890112134,05/11/21 01:32 PM,2035.8,GOOGLE *GSUITE_makilag,E,7
999rpga,162463053,NF,1234567890112130,05/11/21 07:12 PM,1895.98,MI ATT A APP PS,E,7
999rpga,162463053,NF,1234567890112135,05/11/21 07:13 PM,2464.94,MI ATT A APP PS,E,7
999rpga,162463345,NF,1234567890112136,07/11/21 05:50 AM,350.08,AMAZON MX MARKETPLACE,E,7
999rpga,162464009,NF,1234567890112137,05/11/21 12:54 PM,20,AMAZON MX,E,7
999rpga,162464009,NF,1234567890112138,06/11/21 08:18 AM,2114.77,AT&T CR,K,
999rpga,162464079,NF,1234567890112134,05/11/21 12:55 PM,376.65,PAYPAL *ZOOMVIDEOCO,E,7
999rpga,162464113,NF,1234567890112130,07/11/21 06:27 AM,899,AMAZON MX MARKETPLACE,E,7
999rpga,162464207,NF,1234567890112135,07/11/21 06:34 AM,2997.06,PAYPAL *EBAY US,E,7
999rpga,162464265,NF,1234567890112136,07/11/21 06:38 AM,414.92,PAYPAL *EBAY US,E,7
999rpga,162464367,NF,1234567890112137,07/11/21 06:45 AM,1,ST*STRIPE 2,E,7
999rpga,162464367,NF,1234567890112138,07/11/21 06:45 AM,990,ST*STRIPE 2,E,7
999rpga,162464533,CNF,1234567890112134,07/11/21 06:55 AM,1199,APPLE.COM/BILL,,2
999rpga,162464561,NF,1234567890112130,07/11/21 06:57 AM,449,MERCADO PAGO 4,E,7
999rpga,162464565,NF,1234567890112135,07/11/21 06:57 AM,665.9,AMAZON MX MARKETPLACE,E,7
999rpga,162464565,NF,1234567890112136,07/11/21 06:57 AM,722.48,AMAZON MX MARKETPLACE,E,7
999rpga,162464581,NF,1234567890112137,05/11/21 12:56 PM,20,MI UNEFON APP,E,7
999yiro,162464607,NF,1234567890112138,07/11/21 07:01 AM,607.33,PAYPAL *EBAY US,E,7
999yiro,162358807,NF,1234567890112139,04/11/21 12:27 PM,520,PAYPAL *CONFPARTY,E,7
999yiro,162358807,NF,1234567890112140,07/11/21 07:02 AM,931.79,BROWSERSTACK.COM,,2
999yiro,162464757,NF,1234567890112141,07/11/21 07:10 AM,352.36,AMAZON MX MARKETPLACE,E,7
999yiro,162464773,NF,1234567890112142,04/11/21 04:57 PM,684.49,LYFT.COM/CHARGES,E,7
999yiro,162464773,NF,1234567890112155,05/11/21 01:46 PM,1500,AME*PEIMI SAPI,E,7
999yiro,162464773,NF,1234567890112158,07/11/21 07:12 AM,9761.68,Hotel at Booking.com,E,7
999yiro,162465237,NF,1234567890112134,06/11/21 03:58 PM,822.83,PANASONIC AVIONICS USD,E,7
999yiro,162465237,NF,1234567890112130,07/11/21 07:41 AM,802.4,PANASONIC AVIONICS USD,E,7
999yiro,162465615,NF,1234567890112135,05/11/21 12:45 PM,0,ZAPIER.COM/CHARGE,E,7
999yiro,162465615,NF,1234567890112136,06/11/21 12:40 AM,949,APPLE.COM/BILL,E,7
999yiro,162465615,NF,1234567890112137,06/11/21 10:54 PM,205.97,LOOM SUBSCRIPTION,,2
999yiro,162465699,NF,1234567890112138,05/11/21 01:43 PM,0,FACEBK *ADS,E,7
999yiro,162465699,NF,1234567890112137,06/11/21 10:58 AM,2000,FACEBK *LGPCJ9K7M2,E,7
999yiro,162465699,NF,1234567890112138,06/11/21 01:32 PM,1049.37,SAM S BAHIA CHETUMAL,V,
999yiro,162465699,NF,1234567890112139,06/11/21 01:50 PM,308.46,GPO FERRETERO CONTINEN,V,
999yiro,162465861,NF,1234567890112140,04/11/21 03:19 PM,139,D LOCAL*DIDI MOBILITY,E,7
999yiro,162465861,NF,1234567890112141,07/11/21 08:22 AM,1.45,DLOCAL*DIDI RIDES,K,
999yiro,162465923,NF,1234567890112142,07/11/21 08:25 AM,0.5,PAYPAL *WALMARTGRCS,E,7
999yiro,162465941,NF,1234567890112155,07/11/21 08:26 AM,510.38,TST* WILDE ON THE PORC,V,
999yiro,162465943,NF,1234567890112137,02/11/21 01:45 PM,509,GAS PETROPLAZAS 2105,V,
999yiro,162465943,NF,1234567890112138,05/11/21 07:40 PM,570.62,GASOL PETRO EST 4701,V,
999yiro,162465943,NF,1234567890112139,07/11/21 08:26 AM,13899,MERCADO PAGO 1,E,7
999yiro,162466005,CNF,1234567890112140,07/11/21 08:31 AM,199,APPLE.COM/BILL,,2
999yiro,162466065,NF,1234567890112141,05/11/21 12:46 PM,635.65,ZAPIER.COM/CHARGE,E,7
999yiro,162466193,NF,1234567890112142,07/11/21 08:40 AM,1261.74,SUNOCO 0526541800,V,
999yiro,162466205,NF,1234567890112155,07/11/21 08:40 AM,44695.04,PAYPAL3,K,
999yiro,162466271,NF,1234567890112158,07/11/21 08:45 AM,243.37,DU PAIN,V,
999yiro,162466275,NF,1234567890112137,07/11/21 08:45 AM,3852.94,PASTICCERIA MARCHESI,D,
999yiro,162466303,NF,1234567890112138,07/11/21 08:47 AM,950,MERCADO PAGO 1,E,7
999yiro,162466463,NF,1234567890112139,05/11/21 10:00 AM,2606.31,SAMS VENTA EN LINEA,E,7
999yiro,162466463,NF,1234567890112140,05/11/21 10:03 AM,1250.1,SAMS VENTA EN LINEA,E,7
999yiro,162466463,NF,1234567890112141,05/11/21 07:17 PM,179,AMAZON MX MARKETPLACE,E,7
999yiro,162466463,NF,1234567890112142,05/11/21 07:18 PM,109,AMAZON MX MARKETPLACE,E,7
999yiro,162466463,NF,1234567890112155,07/11/21 08:57 AM,110,AMAZON MX,E,7
999yiro,162466463,NF,1234567890112158,07/11/21 08:57 AM,109,AMAZON MX MARKETPLACE,E,7
999yiro,162466463,NF,1234567890112137,07/11/21 08:57 AM,361.2,AMAZON MX MARKETPLACE,E,7
999yiro,162466645,CNF,1234567890112138,07/11/21 09:08 AM,133,AME*DIDI FOOD E,E,7
999yiro,162466805,NF,1234567890112139,04/11/21 04:32 PM,4211.3,REST AZIA I,V,0
999yiro,162466805,NF,1234567890112140,05/11/21 05:53 PM,2523.04,VIVAAEROBUS,E,7
999yiro,162466805,NF,1234567890112141,05/11/21 05:57 PM,1612.47,VIVA AEROBUS CIB,E,7
999yiro,162466805,NF,1234567890112142,05/11/21 06:03 PM,2344,AEROMEXICO COM H2H 2,E,7
999yiro,162466805,NF,1234567890112155,07/11/21 09:20 AM,1,ST*STRIPE 2,E,7
999yiro,162466851,NF,1234567890112158,07/11/21 09:24 AM,5769.72,VIVA AEROBUS CIB,E,7
999yiro,162466907,NF,1234567890112137,07/11/21 09:27 AM,1024,AMAZON MX,E,7
999yiro,162467071,NF,1234567890112138,05/11/21 10:28 AM,439,OXXO GLORIETA COLON,V,
999yiro,162467071,NF,1234567890112139,05/11/21 10:43 AM,209.93,ST*UBER,K,0
999yiro,162467071,NF,1234567890112140,05/11/21 06:32 PM,269.94,ST*UBER,K,0
999yiro,162467071,NF,1234567890112141,05/11/21 06:37 PM,239.9,ST*UBER,K,0
999yiro,162467071,NF,1234567890112142,05/11/21 06:40 PM,259.98,ST*UBER,K,0
999yiro,162467071,NF,1234567890112155,05/11/21 06:44 PM,249.92,ST*UBER,K,0
999yiro,162467071,NF,1234567890112158,05/11/21 06:48 PM,239.9,ST*UBER,K,0
999yiro,162467071,NF,1234567890112134,05/11/21 06:51 PM,259.96,ST*UBER,K,0
999yiro,162467071,NF,1234567890112130,05/11/21 06:55 PM,239.97,ST*UBER,K,0
999yiro,162467071,NF,1234567890112135,05/11/21 06:58 PM,259.99,ST*UBER,K,0
999yiro,162467071,NF,1234567890112136,05/11/21 07:02 PM,249.92,ST*UBER,K,0
999yiro,162467071,NF,1234567890112137,05/11/21 07:06 PM,259.96,ST*UBER,K,0
999yiro,162467071,NF,1234567890112138,05/11/21 07:12 PM,269.92,ST*UBER,K,0
999yiro,162467071,NF,1234567890112139,06/11/21 11:38 PM,1215.55,LA SOLDADERA,V,0
999yiro,162467071,NF,1234567890112140,07/11/21 09:38 AM,5,AME*DIDI II,E,7
999yiro,162467151,NF,1234567890112141,07/11/21 09:44 AM,1312.11,PAYPAL *WALMARTGRCS,E,7
999yiro,162467687,CNF,1234567890112142,07/11/21 10:18 AM,741.47,LASTPASS.COM,,2
999yiro,162467701,NF,1234567890112155,07/11/21 10:18 AM,2095.3,AMAZON MX MARKETPLACE,E,7
999yiro,162468139,NF,1234567890112158,01/11/21 09:33 AM,100,MUEVE CIUDAD CR,K,
999yiro,162468139,NF,1234567890112134,03/11/21 07:14 AM,150,STARBUCKS MX CR,K,
999yiro,162468139,NF,1234567890112130,05/11/21 08:36 AM,100,STARBUCKS MX CR,K,
999yiro,162468139,NF,1234567890112135,07/11/21 10:43 AM,350,STARBUCKS MX CR,K,
999yiro,162468155,NF,1234567890112136,01/11/21 10:48 PM,1732.5,MEX ALLIANCE,V,
999yiro,162468155,NF,1234567890112137,02/11/21 02:02 PM,799,ZARA ANDARES GDL,V,
999yiro,162468155,NF,1234567890112138,02/11/21 03:47 PM,690,REST MORESCA ANDARES,V,0
999yiro,162468155,NF,1234567890112139,02/11/21 04:06 PM,1048,H&M MX0012 ANDARES GDL,V,
999yiro,162468155,NF,1234567890112140,02/11/21 04:11 PM,249,H&M MX0012 ANDARES GDL,V,
999yiro,162468155,NF,1234567890112141,05/11/21 02:30 PM,4319.01,NANOELECTRONICA,V,0
999yiro,162468155,NF,1234567890112142,07/11/21 10:44 AM,5736.34,HOTELES COM,E,7
999yiro,162468245,NF,1234567890112155,07/11/21 10:49 AM,99,AMAZON MX,E,7
999yiro,162468273,NF,1234567890112158,04/11/21 02:42 PM,195,D LOCAL*DIDI MOBILITY,E,7
999yiro,162468273,NF,1234567890112134,07/11/21 10:50 AM,232,D LOCAL*DIDI MOBILITY,E,7
999yiro,162468329,NF,1234567890112130,07/11/21 10:52 AM,8000,HTTP //WWW.BINANCE.COM,E,7
999yiro,162468355,NF,1234567890112135,07/11/21 10:53 AM,15.74,ST*STRIPE 2,K,0
999yiro,162468359,NF,1234567890112136,07/11/21 10:53 AM,20,AMAZON MX,E,7
999yiro,162468391,NF,1234567890112137,03/11/21 06:19 AM,49,APPLE.COM/BILL,,2
999yiro,162468391,NF,1234567890112138,04/11/21 04:46 AM,17,APPLE.COM/BILL,,2
999yiro,162468391,NF,1234567890112139,06/11/21 08:41 PM,80,PAYPAL3,K,
999yiro,162468391,NF,1234567890112140,07/11/21 10:54 AM,20,AMAZON MX,E,7
999yiro,162468399,NF,1234567890112141,04/11/21 06:35 AM,20,GOOGLE *TEMPORARY HOLD,E,7
999yiro,162468399,NF,1234567890112142,05/11/21 10:36 AM,3657.18,GOOGLE*GSUITE GRUPOITS,E,7
999yiro,162468399,NF,1234567890112155,07/11/21 10:55 AM,309.99,D LOCAL *GODADDY,K,
999yiro,162468457,NF,1234567890112158,07/11/21 10:58 AM,424.21,L A DA C VALVERDE REST,V,
999yiro,162468587,NF,1234567890112134,01/11/21 10:15 AM,33.67,D LOCAL*DIDI MOBILITY,E,7
999yiro,162468587,NF,1234567890112130,01/11/21 12:11 PM,35.75,D LOCAL*DIDI MOBILITY,E,7
999yiro,162468587,NF,1234567890112135,02/11/21 10:50 AM,91.02,DLOCAL*DIDI RIDES,K,
999yiro,162468587,NF,1234567890112136,03/11/21 09:54 PM,173.71,D LOCAL*DIDI MOBILITY,E,7
999yiro,162468587,NF,1234567890112137,05/11/21 09:06 AM,128.02,D LOCAL*DIDI MOBILITY,E,7
999yiro,162468587,NF,1234567890112138,05/11/21 12:54 PM,34.56,D LOCAL*DIDI MOBILITY,E,7
999yiro,162468587,NF,1234567890112139,05/11/21 03:02 PM,112.43,DLOCAL*DIDI RIDES,K,
999yiro,162468587,NF,1234567890112140,05/11/21 03:36 PM,39.42,D LOCAL*DIDI MOBILITY,E,7
999yiro,162468587,NF,1234567890112141,05/11/21 04:00 PM,43.52,D LOCAL*DIDI MOBILITY,E,7
999yiro,162468587,NF,1234567890112142,05/11/21 04:25 PM,31.86,DLOCAL*DIDI RIDES,K,
999yiro,162468587,NF,1234567890112155,05/11/21 05:11 PM,34.67,DLOCAL*DIDI RIDES,K,
999yiro,162468587,NF,1234567890112158,05/11/21 06:28 PM,166.05,D LOCAL*DIDI MOBILITY,E,7
999yiro,162468587,NF,1234567890112134,05/11/21 10:13 PM,40.39,DLOCAL*DIDI RIDES,K,
999yiro,162468587,NF,1234567890112130,06/11/21 02:37 PM,27,D LOCAL*DIDI MOBILITY,E,7
999yiro,162468587,NF,1234567890112135,06/11/21 04:35 PM,44.39,DLOCAL*DIDI RIDES,K,
999yiro,162468587,NF,1234567890112136,06/11/21 08:02 PM,49.86,DLOCAL*DIDI RIDES,K,
999yiro,162468587,NF,1234567890112137,07/11/21 11:02 AM,25,DLOCAL*DIDI RIDES,K,
999yiro,162468675,NF,1234567890112138,07/11/21 11:06 AM,427.5,ST*CORNERSHOP,K,0
999yiro,162469221,NF,1234567890112139,07/11/21 11:32 AM,0,EXPEDIA,E,7
999yiro,162469537,NF,1234567890112140,05/11/21 08:43 AM,627.95,VS TELCEL 018001200006,E,7
999yiro,162469537,NF,1234567890112141,07/11/21 11:47 AM,1377,APP TELMEX 2,E,6
999yiro,162470055,NF,1234567890112142,01/11/21 12:29 PM,500,PEDRO ANAYA,V,0
999yiro,162470055,NF,1234567890112155,02/11/21 11:50 AM,1121.68,PEDRO ANAYA,V,0
999yiro,162470055,NF,1234567890112158,02/11/21 12:13 PM,5000,FERRECOSAS,V,0
999yiro,162470055,NF,1234567890112134,02/11/21 01:29 PM,365.98,GASO TABACHINES,V,0
999yiro,162470055,NF,1234567890112130,02/11/21 02:21 PM,499,WAL MART GUASAVE,V,
999yiro,162470055,NF,1234567890112135,02/11/21 10:09 PM,1755,PALMS RESORT RECEP MX,V,0
999yiro,162470055,NF,1234567890112136,03/11/21 01:35 PM,348.98,VS TELCEL 018001200006,E,7
999yiro,162470055,NF,1234567890112137,03/11/21 01:46 PM,770,ESCOSERRA LA MARINA I,V,0
999yiro,162470055,NF,1234567890112138,03/11/21 09:29 PM,2000,HOTEL RIVIERA SAYULITA,V,
999yiro,162470055,NF,1234567890112139,04/11/21 11:38 AM,50,VS TELCEL 018001200006,E,7
999yiro,162470055,NF,1234567890112140,04/11/21 11:51 AM,2000,HOTEL RIVIERA SAYULITA,V,
999yiro,162470055,NF,1234567890112141,06/11/21 10:22 PM,1011.27,GAS PETROPLAZAS 4919,V,
999yiro,162470055,NF,1234567890112142,06/11/21 10:34 PM,310,MODELORAMA OLE,V,
999yiro,162470055,NF,1234567890112155,06/11/21 10:39 PM,1050,MODELORAMA OLE,V,
999yiro,162470055,NF,1234567890112158,07/11/21 12:06 PM,80,MEXPAGO 6,E,6
999yiro,162470173,NF,1234567890112134,06/11/21 08:25 AM,29,OXXOINTERSUR QRF,V,
999yiro,162470173,NF,1234567890112130,06/11/21 11:57 AM,1790,PEUGEOT INTERLOMAS,V,0
999yiro,162470173,NF,1234567890112135,06/11/21 01:29 PM,228,DISTRITO RAIZ,V,0
999yiro,162470173,NF,1234567890112136,06/11/21 01:47 PM,125,PM REST 1,V,0
999yiro,162470173,NF,1234567890112137,06/11/21 05:09 PM,236.5,OXXO PLAZA TEJEDA,V,
999yiro,162470173,NF,1234567890112138,07/11/21 12:11 PM,672.77,AMAZON MX MARKETPLACE,E,7
999yiro,162470543,NF,1234567890112139,07/11/21 12:24 PM,52.42,MULTIPLAN ADMINISTRADO,V,
999yiro,162470645,NF,1234567890112140,07/11/21 12:28 PM,6999,E COMMERCE COSTCO,E,7
